driver_id,employee_code,first_name,last_name,license_number,license_type,license_expiry,phone,hire_date,status
298,EMP0298,Andrea,Bastidas,3227727430,C3,2027-08-24,3811060614,2022-11-19,active
299,EMP0299,María,Arévalo,7551874474,C3,2028-01-26,3285953213,2024-12-10,active
300,EMP0300,Ángela,Ardila,8272725281,A2,2028-03-15,3306442077,2025-08-20,active
301,EMP0301,Francisco,Sánchez,2282044148,C3,2028-04-01,3928042067,2023-06-11,active
302,EMP0302,Michael,Palacio,4027526473,A2,2026-11-20,3440419907,2025-08-18,active
303,EMP0303,Miller,Pinzón,6469458472,C1,2027-10-03,3715766024,2024-11-09,active
304,EMP0304,Lucía,Toro,9504724761,C3,2026-01-01,3930071496,2023-03-06,active
305,EMP0305,Julián,Mena,2247484671,C3,2027-03-03,3866803374,2021-01-11,active
306,EMP0306,Andrés,Arrieta,3057629778,C2,2027-07-29,3989006374,2023-05-17,active
307,EMP0307,Carol,Flórez,2166605339,C1,2028-01-14,3761078179,2025-03-11,active
308,EMP0308,Juan,Chávez,2027708670,C1,2027-06-28,3819228743,2022-06-03,active
309,EMP0309,José,Santos,2000025413,C1,2028-05-03,3543778963,2021-04-19,active
310,EMP0310,Ángela,Sepúlveda,8375996697,C1,2028-09-24,3831424323,2025-02-03,active
311,EMP0311,María,Pérez,4990452762,A2,2026-06-19,3801038300,2023-12-11,active
312,EMP0312,Dario,Delgado,9434946584,C3,2025-12-10,3406462391,2024-03-23,active
313,EMP0313,Marleny,Álvarez,9974165440,C2,2026-09-29,3674615376,2022-12-17,active
314,EMP0314,Javier,Gallego,6046864799,C2,2026-05-18,3139019611,2022-08-06,active
315,EMP0315,María,Salcedo,8679232444,C2,2027-02-06,3904236062,2023-02-07,active
316,EMP0316,Manuel,Ruiz,4765583254,C1,2025-12-27,3420396197,2023-07-28,active
317,EMP0317,Alexandra,Escobar,3588933132,C3,2027-12-02,3405545745,2025-10-16,active
318,EMP0318,Luis,Velásquez,5031086659,A2,2026-03-16,3392956587,2024-12-29,active
319,EMP0319,José,Quintero,4473829163,C3,2028-10-06,3274476883,2021-08-22,active
320,EMP0320,Marina,Pinzón,8079331637,C2,2028-10-24,3115122787,2024-06-17,active
321,EMP0321,Jaime,Montenegro,8691288568,C2,2028-03-25,3288436227,2023-09-21,inactive
322,EMP0322,Lidia,Valencia,9147736635,A2,2027-11-30,3653278397,2023-10-06,active
323,EMP0323,Valentina,Beltrán,5667503195,C1,2026-11-21,3298407302,2022-12-27,active
324,EMP0324,María,Benítez,7345617046,C2,2028-07-04,3107333788,2025-05-14,active
325,EMP0325,Fredy,Zapata,2647439475,A2,2026-05-04,3909340042,2023-08-19,active
326,EMP0326,Antonio,Mejía,9392515666,C3,2026-02-20,3725412469,2024-01-03,active
327,EMP0327,Alexander,García,5344083406,C3,2027-09-05,3843854609,2021-03-26,active
328,EMP0328,Fernanda,Díaz,9856756553,C1,2028-09-30,3599714064,2022-07-19,active
329,EMP0329,María,Tovar,5980945846,C3,2028-11-17,3841193655,2023-05-07,active
330,EMP0330,Cristian,Sierra,9334966533,C3,2026-06-09,3759949050,2021-12-09,active
331,EMP0331,Luis,Amaya,5868640848,C2,2028-05-25,3588529624,2021-03-04,inactive
332,EMP0332,Marino,Vargas,6899673770,A2,2028-02-29,3913198930,2023-03-12,active
333,EMP0333,Alexander,Castro,4545940090,C2,2026-12-18,3830511568,2022-01-06,inactive
334,EMP0334,María,Pérez,9941564880,A2,2026-10-25,3667121569,2024-05-09,active
335,EMP0335,Paulo,Jiménez,3423086220,C1,2028-08-30,3989889367,2022-02-09,active
336,EMP0336,Edwar,Peña,3304937838,C2,2027-04-07,3452313624,2021-12-08,active
337,EMP0337,Francisco,Hernández,2897690739,C2,2026-02-15,3869784803,2021-06-19,active
338,EMP0338,Yulieth,Ibarra,3099500153,A2,2026-05-24,3968326513,2021-08-15,active
339,EMP0339,Carlos,Jiménez,2947476917,A2,2026-02-17,3590483627,2025-01-04,active
340,EMP0340,Jorge,Pineda,9837912162,A2,2028-09-25,3822378827,2024-04-01,active
341,EMP0341,Nelson,Pérez,4106464319,A2,2027-09-01,3373221357,2021-09-24,active
342,EMP0342,Yeison,Rivas,4203205881,C1,2028-04-09,3148629555,2021-10-16,active
343,EMP0343,Antonia,Gómez,9863781331,C1,2028-09-11,3174108740,2021-02-12,active
344,EMP0344,Luis,García,5431267548,A2,2028-06-12,3293253475,2024-09-04,active
345,EMP0345,María,Ibarra,7100408092,A2,2027-01-21,3581613078,2023-03-07,active
346,EMP0346,José,Bermúdez,2613385303,C2,2026-09-15,3801726890,2021-03-22,active
347,EMP0347,María,Barrera,1509525588,A2,2028-05-24,3667840357,2023-10-13,active
348,EMP0348,Alonso,Galvis,6576426590,A2,2027-05-31,3671159367,2025-03-30,active
349,EMP0349,Juan,Guevara,4536306171,C2,2028-04-04,3594592624,2025-11-20,active
350,EMP0350,Michael,Vargas,5961208540,C2,2026-10-05,3878488534,2025-01-29,active
351,EMP0351,Victoria,Ospina,8130494783,C1,2026-01-06,3358413465,2021-04-04,active
352,EMP0352,Lizeth,Osorio,1289012242,C1,2026-10-01,3579362443,2021-08-14,inactive
353,EMP0353,Silvia,Rodríguez,4746123831,C2,2026-05-14,3895149930,2025-06-08,active
354,EMP0354,Hernando,González,7022683808,C2,2027-05-21,3679562681,2024-01-22,active
355,EMP0355,Ciro,Meza,4333167876,C2,2027-07-04,3641054044,2021-10-23,active
356,EMP0356,Enrique,Mosquera,7769342363,C3,2026-07-03,3354373770,2023-08-20,active
357,EMP0357,Astrid,García,4763500857,C2,2027-01-06,3544056890,2025-07-05,active
358,EMP0358,Ana,Camacho,2181777110,C2,2027-08-11,3772155012,2025-04-28,active
359,EMP0359,Milena,Torres,7682327733,C1,2028-10-26,3469812603,2024-03-07,active
360,EMP0360,Luisa,Granados,7083067988,C2,2028-08-29,3422002819,2021-12-21,active
361,EMP0361,Jesús,Vega,7605351600,C2,2028-11-24,3341961866,2022-04-09,active
362,EMP0362,Ricardo,Gutiérrez,9837427517,A2,2026-03-25,3547221915,2023-07-31,active
363,EMP0363,Miriam,González,3276297510,A2,2026-08-04,3360767346,2021-08-07,active
364,EMP0364,Esther,Espinosa,6168291913,C1,2026-08-10,3582954920,2025-04-10,active
365,EMP0365,Teresa,Giraldo,9987064419,C2,2028-10-21,3155337035,2023-11-13,active
366,EMP0366,Santiago,Quintero,1312606333,C2,2028-11-09,3614745610,2023-10-26,active
367,EMP0367,Manuel,Gómez,6725038117,C1,2028-11-07,3327426863,2024-01-16,active
368,EMP0368,Juan,Toro,6173344564,C2,2027-11-25,3692790631,2021-12-18,active
369,EMP0369,Juan,López,8625774078,A2,2026-05-15,3600632621,2025-01-20,active
370,EMP0370,Edgar,Bohórquez,8081204252,C3,2026-10-17,3380849661,2025-04-05,active
371,EMP0371,Jimmy,Caicedo,7430757004,C1,2026-05-31,3962017778,2021-11-27,active
372,EMP0372,Víctor,Ruiz,6167393219,C3,2026-09-11,3544454140,2024-10-26,active
373,EMP0373,Sonia,Bonilla,1626733282,C3,2026-04-19,3694113766,2021-10-07,active
374,EMP0374,Gina,Pérez,7088451458,C2,2026-08-03,3310659326,2024-05-29,active
375,EMP0375,Fernando,Estrada,6282889763,C2,2027-08-26,3636120880,2025-08-06,active
376,EMP0376,Amanda,Leal,8236361108,C3,2028-03-01,3919652226,2022-01-09,active
377,EMP0377,Arnulfo,Arroyo,7402059279,C2,2026-05-31,3886808192,2024-02-19,active
378,EMP0378,Yasmín,Marín,1726990714,A2,2027-01-08,3297619784,2024-01-04,active
379,EMP0379,Alirio,Espinosa,5111301175,C1,2026-04-24,3179811669,2023-08-09,active
380,EMP0380,Lady,León,4282810353,A2,2028-08-04,3247630403,2023-01-28,active
381,EMP0381,Juan,Sarmiento,9881854670,C2,2028-09-06,3109815572,2025-10-26,active
382,EMP0382,Mónica,Gutiérrez,7467073633,C3,2027-05-08,3164907817,2022-10-18,inactive
383,EMP0383,Jaider,Rodríguez,9215204939,A2,2028-03-09,3116891857,2025-11-01,active
384,EMP0384,Paola,Rojas,2766685440,C1,2028-07-24,3668457864,2022-11-30,active
385,EMP0385,Isabel,Mosquera,2231317910,A2,2027-09-30,3965615974,2025-04-30,active
386,EMP0386,Isabel,Amaya,1639509845,C2,2026-10-25,3765484610,2023-04-29,active
387,EMP0387,Jorge,Ruiz,6817280229,A2,2028-03-28,3184846271,2025-08-16,active
388,EMP0388,Luz,Espinosa,9415119956,A2,2026-03-07,3706666479,2024-05-17,active
389,EMP0389,Mauricio,Guerrero,6265016831,C1,2026-10-31,3801943382,2022-07-23,active
390,EMP0390,Aleida,Alvarado,5696548897,A2,2026-03-04,3504982743,2023-02-05,active
391,EMP0391,Andrea,Torres,3044426338,C1,2028-01-01,3854674236,2023-03-23,active
392,EMP0392,Fredy,Angulo,5650101484,A2,2026-05-30,3792463878,2021-08-31,active
393,EMP0393,Alba,Ramírez,1182758417,C2,2027-01-03,3843338269,2021-05-16,active
394,EMP0394,Ariel,Sarmiento,7337225482,C1,2026-05-24,3179830621,2025-09-27,active
395,EMP0395,Esperanza,Flórez,1141312095,C3,2026-03-16,3116812751,2022-03-17,active
396,EMP0396,Johana,Muñoz,3521300895,A2,2028-09-23,3182611003,2025-03-19,active
397,EMP0397,Juan,Nieto,6719736115,C2,2026-11-16,3948790854,2024-12-10,active
398,EMP0398,Mauricio,Anaya,9479654136,C1,2028-03-29,3204889313,2022-07-24,active
399,EMP0399,Ángel,Daza,5621463184,A2,2026-08-09,3930598266,2025-09-14,active
400,EMP0400,Óscar,Villamil,9717175839,C3,2026-07-21,3941328406,2021-04-17,active
